"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","root"
"Cmdline:","dstat --time -v --net --output html.20190802-124235/dstat.csv 1 300",,,,"Date:","02 Aug 2019 12:42:36 CST"
"system","procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,"net/total",
02-08 12:45:58,0,0,1,1095909376,50057216,2211840,1087180800,0,0,0,0,1340,1630,0.529,0,99.471,0,0,0,0
02-08 12:45:59,0,0,1,1095909376,50057216,2211840,1087180800,0,0,0,32768,1571,1680,0,0,100,0,0,0,0
02-08 12:46:00,1,0,1,1095782400,50057216,2211840,1087307776,0,0,0,0,1574,1632,4.188,1.047,94.764,0,0,0,0
02-08 12:46:01,0,0,0,1095856128,49930240,2211840,1087361024,0,0,0,0,1435,1637,2.073,1.036,96.891,0,0,0,0
02-08 12:46:02,0,0,1,1095856128,49930240,2211840,1087361024,0,0,0,32768,1289,1607,0.524,0,98.953,0.524,0,0,0
02-08 12:46:03,0,0,1,1095856128,49930240,2211840,1087361024,0,0,0,0,1419,1640,1.042,0,98.958,0,0,0,0
02-08 12:46:04,0,0,1,1095856128,49930240,2211840,1087361024,0,0,0,0,1858,1723,1.042,0,98.958,0,0,0,0
02-08 12:46:05,0,0,1,1095856128,49930240,2211840,1087361024,0,0,0,32768,1877,1731,0.515,0.515,98.969,0,0,0,0
02-08 12:46:06,0,0,0,1095856128,49930240,2211840,1087361024,0,0,0,0,1630,1676,0.518,0,99.482,0,0,0,0
02-08 12:46:07,0,0,1,1095856128,49930240,2211840,1087361024,0,0,0,0,1340,1621,1.579,0.526,97.895,0,0,0,0
02-08 12:46:08,0,0,1,1095856128,49930240,2211840,1087361024,0,0,0,32768,1414,1639,0.521,0,99.479,0,0,90,54
02-08 12:46:09,0,0,1,1095856128,49930240,2211840,1087361024,0,0,0,0,1247,1598,0.529,0,99.471,0,0,0,0
02-08 12:46:10,0,0,1,1095847936,49930240,2211840,1087369216,0,0,0,24576,1330,1613,1.587,0.529,97.884,0,0,0,0
02-08 12:46:11,0,0,0,1095847936,49930240,2211840,1087369216,0,0,0,32768,1371,1628,0.524,0,99.476,0,0,0,0
02-08 12:46:12,0,0,1,1095847936,49930240,2211840,1087369216,0,0,0,0,1582,1647,0.524,0,99.476,0,0,0,0
02-08 12:46:13,0,0,1,1095847936,49930240,2211840,1087369216,0,0,0,0,1403,1630,0.524,0.524,98.953,0,0,0,0
02-08 12:46:14,0,0,1,1095847936,49930240,2211840,1087369216,0,0,0,32768,1652,1736,0.515,0,98.969,0.515,0,0,0
02-08 12:46:15,0,0,1,1095847936,49930240,2211840,1087369216,0,0,0,60928,1708,1689,1.026,0.513,98.462,0,0,0,0
02-08 12:46:16,0,0,0,1095847936,49930240,2211840,1087369216,0,0,0,0,1574,1667,0,0,100,0,0,0,0
02-08 12:46:17,0,0,1,1095847936,49930240,2211840,1087369216,0,0,0,32768,1690,1705,0.518,0,99.482,0,0,0,0
02-08 12:46:18,0,0,1,1095847936,49930240,2211840,1087369216,0,0,0,0,1372,1540,0.524,0.524,98.953,0,0,0,0
02-08 12:46:19,0,0,1,1095847936,49930240,2211840,1087369216,0,0,0,0,1277,1569,0.535,0,99.465,0,0,0,0
