"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","orl7",,,,"User:","root"
"Cmdline:","dstat --time -v --net --output html.20190805-144620/dstat.csv 1 900",,,,"Date:","05 Aug 2019 14:46:20 CST"
"system","procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,"net/total",
05-08 14:49:51,2,0,0,139304960,1176092672,3215360,437891072,0,0,0,0,2038,190,79.679,0.535,19.786,0,0,0,0
05-08 14:49:52,1,0,1,139239424,1176158208,3215360,437891072,0,0,0,0,1960,225,79.670,0.549,19.780,0,0,3340,46116
05-08 14:49:53,1,0,1,139239424,1176158208,3215360,437891072,0,0,0,0,1982,186,79.679,0.535,19.786,0,0,0,0
05-08 14:49:54,3,0,1,139239424,1176158208,3215360,437891072,0,0,0,0,2044,186,79.679,0,20.321,0,0,0,0
05-08 14:49:55,1,0,1,139403264,1175994368,3215360,437891072,0,0,0,0,2057,223,78.723,1.064,20.213,0,0,3286,46590
05-08 14:49:56,1,0,0,139370496,1176027136,3215360,437891072,0,0,0,0,1933,204,77.838,0,22.162,0,0,0,0
05-08 14:49:57,2,0,1,139370496,1176027136,3215360,437891072,0,0,0,0,1992,196,78.351,0.515,21.134,0,0,0,0
05-08 14:49:58,2,0,1,139337728,1176059904,3215360,437891072,0,0,0,0,2011,232,77.838,0.541,21.622,0,0,3178,47280
05-08 14:49:59,2,0,1,139304960,1176092672,3215360,437891072,0,0,0,0,2028,183,79.679,0.535,19.786,0,0,0,0
05-08 14:50:00,3,0,1,139206656,1176092672,3215360,437989376,0,0,0,0,1989,250,81.714,2.286,16,0,0,0,0
05-08 14:50:01,2,0,7,139546624,1175752704,3215360,437989376,0,0,0,0,1945,485,83.125,3.750,13.125,0,0,3286,47916
05-08 14:50:02,3,0,0,139501568,1175785472,3215360,437993472,0,0,0,0,1972,149,81.461,0.562,17.978,0,0,0,0
05-08 14:50:03,2,0,1,139501568,1175785472,3215360,437993472,0,0,0,0,2012,171,79.793,0.518,19.689,0,0,0,0
05-08 14:50:04,1,0,1,139665408,1175621632,3215360,437993472,0,0,0,0,1982,235,79.459,0.541,20,0,0,3178,48614
05-08 14:50:05,2,0,1,139632640,1175654400,3215360,437993472,0,0,0,0,1996,179,80,0.541,19.459,0,0,0,0
05-08 14:50:06,2,0,1,139632640,1175654400,3215360,437993472,0,0,0,0,1991,218,77.249,0,22.751,0,0,0,0
05-08 14:50:07,3,0,0,139599872,1175687168,3215360,437993472,0,0,0,0,1966,189,78.421,1.053,20.526,0,0,3448,41936
05-08 14:50:08,2,0,1,139567104,1175719936,3215360,437993472,0,0,0,0,1913,180,79.121,0,20.879,0,0,108,7514
05-08 14:50:09,2,0,1,139567104,1175719936,3215360,437993472,0,0,0,0,1975,196,76.289,0.515,23.196,0,0,0,0
05-08 14:50:10,2,0,1,139689984,1175588864,3215360,438001664,0,0,0,0,1983,265,77.005,1.604,21.390,0,0,3394,50046
05-08 14:50:11,2,0,1,139689984,1175588864,3215360,438001664,0,0,0,122880,2005,191,80.328,0.546,19.126,0,0,0,0
05-08 14:50:12,2,0,0,139689984,1175588864,3215360,438001664,0,0,0,0,2014,156,79.793,0,20.207,0,0,0,0
05-08 14:50:13,2,0,1,139657216,1175621632,3215360,438001664,0,0,0,0,1993,222,77.348,1.105,21.547,0,0,3394,50526
05-08 14:50:14,2,0,1,139624448,1175654400,3215360,438001664,0,0,0,0,2000,182,80.978,0.543,18.478,0,0,0,0
05-08 14:50:15,2,0,1,139624448,1175654400,3215360,438001664,0,0,0,0,1979,189,76.166,0,23.834,0,0,0,0
05-08 14:50:16,2,0,1,139591680,1175687168,3215360,438001664,0,0,0,0,2066,255,77.249,1.058,21.693,0,0,3502,51270
05-08 14:50:17,2,0,0,139526144,1175752704,3215360,438001664,0,0,0,0,1963,179,78.610,0.535,20.856,0,0,0,0
05-08 14:50:18,2,0,1,139526144,1175752704,3215360,438001664,0,0,0,0,1983,173,78.534,0,21.466,0,0,0,0
05-08 14:50:19,2,0,1,139657216,1175621632,3215360,438001664,0,0,0,1536,1988,246,76.440,1.047,22.513,0,0,3502,51852
05-08 14:50:20,2,0,1,139649024,1175621632,3215360,438009856,0,0,0,0,1988,204,78.191,0.532,21.277,0,0,0,0
05-08 14:50:21,1,0,1,139649024,1175621632,3215360,438009856,0,0,0,0,1986,207,76.684,0.518,22.798,0,0,0,0
05-08 14:50:22,2,0,0,139616256,1175654400,3215360,438009856,0,0,0,0,2027,230,78.495,0.538,20.968,0,0,3556,52556
05-08 14:50:23,2,0,1,139550720,1175719936,3215360,438009856,0,0,0,0,1976,168,78.919,0.541,20.541,0,0,0,0
05-08 14:50:24,2,0,1,139550720,1175719936,3215360,438009856,0,0,0,0,2016,187,78.010,0.524,21.466,0,0,0,0
05-08 14:50:25,3,0,1,139644928,1175625728,3215360,438009856,0,0,0,0,2002,214,78.495,0.538,20.968,0,0,3502,51841
05-08 14:50:26,1,0,1,139808768,1175461888,3215360,438009856,0,0,0,0,1824,185,81.212,0.606,18.182,0,0,54,1251
05-08 14:50:27,2,0,0,139808768,1175461888,3215360,438009856,0,0,0,0,1956,163,79.381,0,20.619,0,0,90,54
05-08 14:50:28,3,0,1,139743232,1175527424,3215360,438009856,0,0,0,0,2022,232,78.610,1.070,20.321,0,0,3826,54172
05-08 14:50:29,2,0,1,139710464,1175560192,3215360,438009856,0,0,0,0,1921,189,79.235,0.546,20.219,0,0,0,0
05-08 14:50:30,2,0,1,139702272,1175560192,3215360,438018048,0,0,0,0,1968,203,76.963,0.524,22.513,0,0,0,0
05-08 14:50:31,3,0,1,139669504,1175592960,3215360,438018048,0,0,0,0,2026,231,79.570,1.075,19.355,0,0,3610,54708
05-08 14:50:32,2,0,0,139603968,1175658496,3215360,438018048,0,0,0,0,1950,166,79.235,0.546,20.219,0,0,0,0
05-08 14:50:33,1,0,1,139476992,1175785472,3215360,438018048,0,0,0,0,2037,169,78.947,0.526,20.526,0,0,0,0
05-08 14:50:34,3,0,1,139640832,1175621632,3215360,438018048,0,0,0,0,1939,222,81.548,0.595,17.857,0,0,3556,54485
05-08 14:50:35,2,0,1,139608064,1175654400,3215360,438018048,0,0,0,0,1967,178,81.609,1.149,17.241,0,0,54,759
05-08 14:50:36,0,0,1,139608064,1175654400,3215360,438018048,0,0,0,16384,1957,191,79.891,0.543,19.565,0,0,0,0
05-08 14:50:37,5,0,0,139575296,1175687168,3215360,438018048,0,0,0,0,1982,205,80.769,0.549,18.681,0,0,2260,35461
05-08 14:50:38,2,0,1,139509760,1175752704,3215360,438018048,0,0,0,0,1877,174,81.657,0.592,17.751,0,0,1242,20225
05-08 14:50:39,1,0,1,139509760,1175752704,3215360,438018048,0,0,0,0,1934,150,84.971,0,15.029,0,0,0,0
05-08 14:50:40,2,0,1,139476992,1175785472,3215360,438018048,0,0,0,0,2025,201,82.682,0.559,16.760,0,0,2260,28307
05-08 14:50:41,1,0,1,139640832,1175621632,3215360,438018048,0,0,0,0,2027,203,80.874,0.546,18.579,0,0,1440,28249
05-08 14:50:42,2,0,0,139640832,1175621632,3215360,438018048,0,0,0,0,2072,170,84.066,0,15.934,0,0,0,0
05-08 14:50:43,1,0,1,139608064,1175654400,3215360,438018048,0,0,0,0,2093,197,78.723,0.532,20.745,0,0,2260,28524
05-08 14:50:44,2,0,1,139542528,1175719936,3215360,438018048,0,0,0,0,2103,186,82.447,0.532,17.021,0,0,1404,28682
05-08 14:50:45,1,0,1,139542528,1175719936,3215360,438018048,0,0,0,0,1991,191,78.191,0.532,21.277,0,0,0,0
05-08 14:50:46,3,0,1,139636736,1175625728,3215360,438018048,0,0,0,0,2033,227,78.191,1.064,20.745,0,0,2314,29069
05-08 14:50:47,2,0,0,139800576,1175461888,3215360,438018048,0,0,0,0,1952,188,78.142,0.546,21.311,0,0,1440,29011
05-08 14:50:48,2,0,1,139833344,1175429120,3215360,438018048,0,0,0,0,1946,172,79.121,0,20.879,0,0,0,0
05-08 14:50:49,4,0,1,139767808,1175494656,3215360,438018048,0,0,0,2560,2025,224,80,1.081,18.919,0,0,2368,29394
05-08 14:50:50,2,0,1,139726848,1175527424,3215360,438026240,0,0,0,1024,1297,177,81.897,0.862,17.241,0,0,1350,29227
05-08 14:50:51,2,0,1,139726848,1175527424,3215360,438026240,0,0,0,0,1100,109,79.381,1.031,19.588,0,0,0,0
05-08 14:50:52,3,0,0,139694080,1175560192,3215360,438026240,0,0,0,24576,1986,143,89.091,0,10.909,0,0,1859,29505
05-08 14:50:53,1,0,1,139628544,1175625728,3215360,438026240,0,0,0,0,1967,152,89.024,1.220,9.756,0,0,1913,29671
05-08 14:50:54,2,0,1,139628544,1175625728,3215360,438026240,0,0,0,0,2024,146,87.709,0,12.291,0,0,0,0
05-08 14:50:55,3,0,1,139792384,1175461888,3215360,438026240,0,0,0,0,1960,164,86.585,1.220,12.195,0,0,1805,29775
05-08 14:50:56,2,0,1,139726848,1175527424,3215360,438026240,0,0,0,0,2124,193,87.006,1.130,11.864,0,0,1913,29995
05-08 14:50:57,1,0,0,139726848,1175527424,3215360,438026240,0,0,0,0,1990,137,86.188,0,13.812,0,0,0,0
05-08 14:50:58,2,0,1,139694080,1175560192,3215360,438026240,0,0,0,0,2018,172,84.746,0.565,14.689,0,0,1805,30262
05-08 14:50:59,2,0,1,139628544,1175625728,3215360,438026240,0,0,0,0,2127,189,87.709,0.559,11.732,0,0,2399,30716
05-08 14:51:00,2,0,1,139522048,1175625728,3215360,438132736,0,0,0,0,2061,280,84.615,1.775,13.609,0,0,972,720
05-08 14:51:01,2,0,1,139685888,1175461888,3215360,438132736,0,0,0,0,1826,200,85.897,0.641,13.462,0,0,2155,30721
05-08 14:51:02,2,0,1,139653120,1175494656,3215360,438132736,0,0,0,0,2076,214,83.889,1.111,15,0,0,2111,30895
05-08 14:51:03,3,0,1,139653120,1175494656,3215360,438132736,0,0,0,0,2121,148,83.598,0.529,15.873,0,0,0,0
05-08 14:51:04,3,0,1,139587584,1175560192,3215360,438132736,0,0,0,0,2038,184,80.978,0.543,18.478,0,0,1913,30956
05-08 14:51:05,2,0,1,139554816,1175592960,3215360,438132736,0,0,0,0,1616,163,86.567,0,13.433,0,0,1967,31032
05-08 14:51:06,2,0,1,139554816,1175592960,3215360,438132736,0,0,0,0,2008,170,83.152,0.543,16.304,0,0,0,0
05-08 14:51:07,2,0,0,139489280,1175658496,3215360,438132736,0,0,0,0,1961,151,85.227,0.568,14.205,0,0,2073,31243
05-08 14:51:08,2,0,2,139780096,1175367680,3215360,438132736,0,0,0,0,2063,259,80.108,1.075,18.817,0,0,2453,31519
05-08 14:51:09,2,0,1,139780096,1175367680,3215360,438132736,0,0,0,0,2063,185,82.447,0.532,17.021,0,0,288,180
05-08 14:51:10,2,0,2,139612160,1175433216,3215360,438235136,0,0,102400,0,2070,261,80.645,1.075,18.280,0,0,2255,32208
05-08 14:51:11,1,0,1,139546624,1175498752,3215360,438235136,0,0,0,0,2026,206,79.144,0.535,20.321,0,0,2021,31785
05-08 14:51:12,1,0,0,139546624,1175498752,3215360,438235136,0,0,0,0,1951,187,77.604,0,22.396,0,0,0,0
05-08 14:51:13,2,0,1,139710464,1175334912,3215360,438235136,0,0,0,0,1964,227,77.660,0.532,21.809,0,0,2021,31854
05-08 14:51:14,1,0,1,139677696,1175367680,3215360,438235136,0,0,0,0,2013,207,78.378,0.541,21.081,0,0,1913,31966
05-08 14:51:15,2,0,1,139677696,1175367680,3215360,438235136,0,0,0,0,1995,188,80.328,0.546,19.126,0,0,0,0
05-08 14:51:16,3,0,1,139612160,1175433216,3215360,438235136,0,0,0,0,1959,212,79.558,0.552,19.890,0,0,1967,32129
05-08 14:51:17,2,0,0,139579392,1175465984,3215360,438235136,0,0,0,0,2010,177,80.769,1.099,18.132,0,0,1967,32295
05-08 14:51:18,1,0,1,139579392,1175465984,3215360,438235136,0,0,0,0,1966,178,79.058,0,20.942,0,0,0,0
05-08 14:51:19,2,0,1,139513856,1175531520,3215360,438235136,0,0,0,0,1998,211,79.787,0.532,19.681,0,0,1805,32562
05-08 14:51:21,2,0,1,139669504,1175367680,3215360,438243328,0,0,0,30208,1802,214,76.437,0.575,22.989,0,0,1913,32566
05-08 14:51:21,2,0,1,139669504,1175367680,3215360,438243328,0,0,0,0,1703,155,84.106,0.662,15.232,0,0,0,0
05-08 14:51:22,1,0,0,139636736,1175400448,3215360,438243328,0,0,0,0,2027,179,81.319,0.549,18.132,0,0,1859,32733
05-08 14:51:23,2,0,1,139571200,1175465984,3215360,438243328,0,0,0,0,1995,197,83.240,0.559,16.201,0,0,2021,32899
05-08 14:51:24,0,0,1,139571200,1175465984,3215360,438243328,0,0,0,0,1985,167,80.851,0.532,18.617,0,0,0,0
05-08 14:51:25,2,0,1,139538432,1175498752,3215360,438243328,0,0,0,0,1852,192,81.212,0.606,18.182,0,0,2259,33548
05-08 14:51:26,2,0,2,140021760,949071872,3215360,663687168,0,0,0,0,1975,270,77.576,9.091,13.333,0,0,2489,34342
05-08 14:51:27,1,0,0,140021760,949071872,3215360,663687168,0,0,0,0,2064,156,81.771,0.521,17.708,0,0,90,90
05-08 14:51:28,1,0,1,139829248,949264384,3215360,663687168,0,0,0,0,2049,192,80.978,0.543,18.478,0,0,1967,33445
05-08 14:51:29,2,0,1,139763712,949329920,3215360,663687168,0,0,0,0,2054,234,80.645,0.538,18.817,0,0,2885,34114
05-08 14:51:30,2,0,2,139755520,949329920,3215360,663695360,0,0,0,122880,1983,255,76.684,1.036,22.280,0,0,666,890
05-08 14:51:31,2,0,1,139689984,949395456,3215360,663695360,0,0,0,0,1975,202,80.541,0.541,18.919,0,0,2075,33924
05-08 14:51:32,2,0,0,139853824,949231616,3215360,663695360,0,0,0,0,2032,179,79.545,1.136,19.318,0,0,2129,34053
05-08 14:51:33,1,0,1,139853824,949231616,3215360,663695360,0,0,0,0,2038,178,79.381,0,20.619,0,0,0,0
05-08 14:51:34,2,0,1,139788288,949297152,3215360,663695360,0,0,0,0,1892,204,76.503,0.546,22.951,0,0,2021,34210
05-08 14:51:35,2,0,1,139755520,949329920,3215360,663695360,0,0,0,0,2034,192,80.435,0.543,19.022,0,0,2075,34321
05-08 14:51:36,1,0,1,139755520,949329920,3215360,663695360,0,0,0,0,1999,217,76.923,0.513,22.564,0,0,0,0
05-08 14:51:37,2,0,0,139689984,949395456,3215360,663695360,0,0,0,0,2026,206,80.769,0.549,18.681,0,0,2075,34590
05-08 14:51:38,2,0,1,139821056,949264384,3215360,663695360,0,0,0,0,2001,227,78.571,0.549,20.879,0,0,2561,35043
05-08 14:51:39,1,0,1,139821056,949264384,3215360,663695360,0,0,0,0,2016,216,79.365,0.529,20.106,0,0,630,458
05-08 14:51:40,1,0,2,139755520,949329920,3215360,663695360,0,0,0,0,1993,288,78.689,1.093,20.219,0,0,3155,35834
05-08 14:51:41,2,0,1,139689984,949395456,3215360,663695360,0,0,0,0,1989,240,78.804,0.543,20.652,0,0,2309,35121
05-08 14:51:42,1,0,0,139853824,949231616,3215360,663695360,0,0,0,0,1986,206,78.238,0.518,21.244,0,0,864,540
05-08 14:51:43,1,0,2,139694080,949391360,3215360,663695360,0,0,0,0,1996,242,79.235,1.093,19.672,0,0,2381,35572
05-08 14:51:44,2,0,1,139628544,949456896,3215360,663695360,0,0,0,0,1991,194,82.022,0.562,17.416,0,0,2129,35361
05-08 14:51:46,3,0,1,139628544,949456896,3215360,663695360,0,0,0,0,1877,176,78.453,0,21.547,0,0,0,0
05-08 14:51:46,4,0,1,139563008,949522432,3215360,663695360,0,0,0,0,1501,180,84.328,0.746,14.925,0,0,2129,35572
05-08 14:51:47,2,0,0,139759616,949325824,3215360,663695360,0,0,0,0,1933,150,86.076,0.633,13.291,0,0,2219,35737
05-08 14:51:48,2,0,1,139759616,949325824,3215360,663695360,0,0,0,0,2022,139,85.876,0.565,13.559,0,0,0,0
05-08 14:51:49,1,0,1,139694080,949391360,3215360,663695360,0,0,0,0,2134,189,85.185,0.529,14.286,0,0,2075,35898
05-08 14:51:50,2,0,1,139653120,949424128,3215360,663703552,0,0,0,9216,2004,199,82.955,1.136,15.909,0,0,2075,35847
05-08 14:51:51,2,0,1,139653120,949424128,3215360,663703552,0,0,0,0,1927,174,82.022,0,17.978,0,0,0,0
05-08 14:51:52,2,0,0,139587584,949489664,3215360,663703552,0,0,0,0,2025,182,83.908,0.575,15.517,0,0,2075,36061
05-08 14:51:53,2,0,1,139751424,949325824,3215360,663703552,0,0,0,0,2090,191,82.796,0.538,16.667,0,0,2075,36172
05-08 14:51:54,2,0,1,139751424,949325824,3215360,663703552,0,0,0,0,1984,173,82.584,1.124,16.292,0,0,0,54
05-08 14:51:55,1,0,1,139685888,949391360,3215360,663703552,0,0,0,0,1935,173,82.353,0.588,17.059,0,0,2129,36532
05-08 14:51:56,2,0,1,139620352,949456896,3215360,663703552,0,0,0,0,1759,178,84,0.667,15.333,0,0,2183,36715
05-08 14:51:57,2,0,0,139620352,949456896,3215360,663703552,0,0,0,0,1941,118,88.820,0,11.180,0,0,0,0
05-08 14:51:58,2,0,1,139587584,949489664,3215360,663703552,0,0,0,0,1646,163,83.893,1.342,14.765,0,0,2183,36814
05-08 14:51:59,1,0,1,139845632,949231616,3215360,663703552,0,0,0,0,1648,150,84.397,0.709,14.894,0,0,2291,37087
05-08 14:52:00,2,0,1,139739136,949231616,3215360,663810048,0,0,0,114688,1185,192,92.045,3.409,4.545,0,0,0,0
05-08 14:52:01,1,0,1,139739136,949231616,3215360,663810048,0,0,0,0,1604,140,90.977,0.752,8.271,0,0,0,0
05-08 14:52:02,1,0,0,139706368,949264384,3215360,663810048,0,0,0,0,2228,164,91.398,1.075,7.527,0,0,4420,74548
05-08 14:52:03,2,0,1,139640832,949329920,3215360,663810048,0,0,0,0,2199,131,89.503,0,10.497,0,0,0,54
05-08 14:52:04,2,0,1,139640832,949329920,3215360,663810048,0,0,0,0,2105,138,85.340,0.524,14.136,0,0,0,0
05-08 14:52:05,2,0,1,139771904,949198848,3215360,663810048,0,0,0,0,2131,200,84.699,1.093,14.208,0,0,4204,75106
05-08 14:52:06,0,0,1,139771904,949198848,3215360,663810048,0,0,0,0,2183,170,84.211,0.526,15.263,0,0,0,0
05-08 14:52:07,2,0,0,139771904,949198848,3215360,663810048,0,0,0,0,2014,156,81.720,0.538,17.742,0,0,0,0
05-08 14:52:08,2,0,1,139640832,949329920,3215360,663810048,0,0,0,0,2061,225,80.663,1.105,18.232,0,0,4420,75870
05-08 14:52:09,1,0,1,139640832,949329920,3215360,663810048,0,0,0,0,1979,163,82.967,0,17.033,0,0,0,0
05-08 14:52:10,2,0,1,139640832,949329920,3215360,663810048,0,0,0,0,1997,195,79.235,0.546,20.219,0,0,0,0
05-08 14:52:11,2,0,1,139739136,949231616,3215360,663810048,0,0,0,0,2102,230,82.514,1.093,16.393,0,0,4258,76392
05-08 14:52:12,1,0,0,139739136,949231616,3215360,663810048,0,0,0,0,2047,155,82.955,0,17.045,0,0,0,0
05-08 14:52:13,2,0,1,139739136,949231616,3215360,663810048,0,0,0,0,2046,174,82.065,0.543,17.391,0,0,0,0
05-08 14:52:14,2,0,1,139640832,949329920,3215360,663810048,0,0,0,0,1936,197,83.333,1.235,15.432,0,0,4758,77244
05-08 14:52:15,2,0,3,140922880,946511872,3215360,665321472,0,0,0,0,1983,301,80.814,2.907,16.279,0,0,306,380
05-08 14:52:16,2,0,1,140894208,945876992,3215360,665952256,0,0,0,0,2240,350,81.250,2.604,16.146,0,0,0,0
05-08 14:52:17,1,0,0,140939264,945176576,3215360,666591232,0,0,0,0,2338,384,78.947,4.737,16.316,0,0,4474,78114
05-08 14:52:18,2,0,1,140886016,944541696,3215360,667262976,0,0,0,0,2054,325,79.191,2.890,17.919,0,0,0,0
05-08 14:52:19,2,0,1,140898304,943906816,3215360,667869184,0,0,0,0,2084,337,78.889,3.333,17.778,0,0,0,0
05-08 14:52:20,2,0,1,140992512,943304704,3215360,668368896,0,0,0,4317696,1317,305,76.316,7.018,16.667,0,0,2183,39315
05-08 14:52:21,2,0,1,140873728,942854144,3215360,668909568,0,0,0,0,2127,333,84.524,3.571,11.905,0,0,2291,39486
05-08 14:52:22,0,0,0,140972032,942092288,3215360,669556736,0,0,0,0,2100,308,82.222,3.889,13.889,0,0,0,0
05-08 14:52:23,2,0,1,140988416,941445120,3215360,670162944,0,0,0,0,2229,340,81.868,3.846,14.286,0,0,2291,39593
05-08 14:52:24,2,0,1,140931072,940875776,3215360,670777344,0,0,0,0,2172,363,79.348,4.348,16.304,0,0,2291,39650
05-08 14:52:25,1,0,1,140853248,940240896,3215360,671473664,0,0,0,0,2100,339,78.723,3.191,18.085,0,0,0,0
05-08 14:52:26,1,0,1,140787712,939638784,3215360,672120832,0,0,0,0,2165,388,76.374,3.846,19.780,0,0,2291,39811
05-08 14:52:27,1,0,0,140775424,939069440,3215360,672686080,0,0,0,0,2058,349,77.473,3.846,18.681,0,0,2327,39922
05-08 14:52:28,2,0,1,140681216,938434560,3215360,673398784,0,0,0,0,2109,373,74.074,3.175,22.751,0,0,0,0
05-08 14:52:29,2,0,1,140849152,937635840,3215360,674013184,0,0,0,0,2151,356,79.330,3.352,17.318,0,0,2237,40137
05-08 14:52:30,2,0,1,140771328,937025536,3215360,674676736,0,0,0,0,2196,374,77.901,3.867,18.232,0,0,2291,40356
05-08 14:52:31,2,0,1,140775424,936390656,3215360,675291136,0,0,0,0,2109,343,78.142,3.279,18.579,0,0,0,0
05-08 14:52:32,2,0,0,140791808,935694336,3215360,675954688,0,0,0,0,2121,376,76.882,3.226,19.892,0,0,2237,40463
05-08 14:52:33,2,0,1,140746752,935124992,3215360,676560896,0,0,0,0,2107,367,75.543,3.804,20.652,0,0,2237,40520
05-08 14:52:34,2,0,1,140795904,934363136,3215360,677249024,0,0,0,0,2126,364,75.393,2.618,21.990,0,0,0,0
05-08 14:52:35,1,0,1,140922880,933564416,3215360,677904384,0,0,0,0,2016,370,74.725,3.846,21.429,0,0,2291,40843
05-08 14:52:36,3,0,1,140894208,932995072,3215360,678486016,0,0,0,0,2113,367,78.689,3.825,17.486,0,0,2291,40900
05-08 14:52:37,2,0,0,140816384,932352000,3215360,679182336,0,0,0,0,2035,345,76.757,2.703,20.541,0,0,0,0
05-08 14:52:38,2,0,1,140746752,931782656,3215360,679804928,0,0,0,0,2116,358,78.090,3.933,17.978,0,0,2345,41061
05-08 14:52:39,2,0,1,140849152,931016704,3215360,680452096,0,0,0,0,2102,351,78.090,3.933,17.978,0,0,2345,41172
05-08 14:52:40,2,0,1,140886016,930381824,3215360,681041920,0,0,0,0,2025,338,77.586,3.448,18.966,0,0,0,0
05-08 14:52:41,2,0,1,140836864,929779712,3215360,681672704,0,0,0,0,2120,366,80.460,3.448,16.092,0,0,2435,41387
05-08 14:52:42,1,0,0,140775424,929210368,3215360,682287104,0,0,0,0,1977,322,80,4.848,15.152,0,0,2345,41552
05-08 14:52:43,2,0,1,140787712,928567296,3215360,682893312,0,0,0,0,2078,318,79.459,2.703,17.838,0,0,0,0
05-08 14:52:44,1,0,1,140726272,927997952,3215360,683515904,0,0,0,0,2106,320,78.571,3.297,18.132,0,0,2453,41925
05-08 14:52:45,2,0,1,140914688,927191040,3215360,684105728,0,0,0,0,2058,335,78.652,3.933,17.416,0,0,2399,41928
05-08 14:52:46,2,0,1,140890112,926556160,3215360,684752896,0,0,0,17219584,2210,359,76.684,3.627,19.689,0,0,0,0
05-08 14:52:47,1,0,0,140857344,925859840,3215360,685457408,0,0,0,0,2111,341,76.374,4.396,19.231,0,0,2597,42474
05-08 14:52:48,2,0,1,140795904,925290496,3215360,686071808,0,0,0,0,2077,369,78.571,2.747,18.681,0,0,2561,42477
05-08 14:52:49,1,0,1,140775424,924655616,3215360,686710784,0,0,0,0,2072,364,75,3.723,21.277,0,0,0,0
05-08 14:52:50,1,0,1,140869632,923889664,3215360,687366144,0,0,0,19968,2123,409,78.333,3.333,18.333,0,0,2399,42418
05-08 14:52:51,2,0,1,140959744,923160576,3215360,687988736,0,0,0,0,2073,374,75.956,3.825,20.219,0,0,2453,42641
05-08 14:52:52,3,0,0,140939264,922525696,3215360,688627712,0,0,0,0,2082,336,78.378,2.703,18.919,0,0,0,0
05-08 14:52:53,1,0,1,140926976,921956352,3215360,689201152,0,0,0,0,2127,352,79.558,3.315,17.127,0,0,2291,42802
05-08 14:52:54,2,0,1,140656640,921505792,3215360,689889280,0,0,0,0,2067,357,76.836,3.955,19.209,0,0,2399,43021
05-08 14:52:55,1,0,1,140738560,920743936,3215360,690552832,0,0,0,0,2139,362,74.346,3.665,21.990,0,0,0,0
05-08 14:52:56,2,0,1,140881920,919977984,3215360,691159040,0,0,0,0,2118,376,77.596,3.825,18.579,0,0,2399,43128
05-08 14:52:57,2,0,0,140947456,919248896,3215360,691806208,0,0,0,0,2079,365,76.667,2.778,20.556,0,0,2291,43347
05-08 14:52:58,2,0,1,140800000,918740992,3215360,692445184,0,0,0,0,2113,348,76.471,3.209,20.321,0,0,0,0
05-08 14:52:59,2,0,1,140771328,918171648,3215360,693035008,0,0,0,0,2056,348,77.778,3.889,18.333,0,0,2453,43400
05-08 14:53:00,2,0,1,140984320,917237760,3215360,693723136,0,0,0,0,1935,421,79.874,6.289,13.836,0,0,2345,43673
05-08 14:53:01,2,0,1,140943360,916729856,3215360,694259712,0,0,0,0,1989,321,81.098,5.488,13.415,0,0,0,0
05-08 14:53:02,3,0,0,140857344,916160512,3215360,694894592,0,0,0,0,2194,342,81.564,3.352,15.084,0,0,2507,43888
05-08 14:53:03,3,0,1,140763136,915582976,3215360,695541760,0,0,0,0,2113,333,80.447,3.352,16.201,0,0,2453,44269
05-08 14:53:04,2,0,1,140804096,914948096,3215360,696123392,0,0,0,0,2107,322,80.899,3.371,15.730,0,0,0,0
05-08 14:53:05,3,0,1,140648448,914378752,3215360,696827904,0,0,0,0,2039,367,76.966,3.933,19.101,0,0,2453,44160
05-08 14:53:06,2,0,1,140845056,913580032,3215360,697417728,0,0,0,0,2086,377,79.235,3.825,16.940,0,0,2237,44595
05-08 14:53:07,1,0,0,140890112,912818176,3215360,698114048,0,0,0,0,2023,331,76.630,2.717,20.652,0,0,0,0
05-08 14:53:08,2,0,1,140812288,912248832,3215360,698744832,0,0,0,0,2077,345,78.409,4.545,17.045,0,0,2507,44486
05-08 14:53:09,3,0,1,140685312,911671296,3215360,699428864,0,0,0,0,2057,357,77.717,3.261,19.022,0,0,2453,44543
05-08 14:53:10,3,0,1,140791808,910909440,3215360,700063744,0,0,0,0,2099,355,76.190,2.646,21.164,0,0,0,0
05-08 14:53:12,2,0,1,140943360,910110720,3215360,700694528,0,0,0,0,2145,349,76.630,3.261,20.109,0,0,2453,44812
05-08 14:53:12,3,0,0,140824576,909668352,3215360,701243392,0,0,0,0,2071,335,78.889,3.889,17.222,0,0,2507,44977
05-08 14:53:13,2,0,1,140713984,909033472,3215360,701972480,0,0,0,0,2091,355,74.737,3.684,21.579,0,0,0,0
05-08 14:53:14,2,0,1,140804096,908337152,3215360,702562304,0,0,0,0,2049,352,77.222,3.333,19.444,0,0,2561,45138
05-08 14:53:15,2,0,1,140906496,907571200,3215360,703209472,0,0,0,0,2060,346,77.348,4.420,18.232,0,0,2507,45195
05-08 14:53:16,1,0,1,141000704,906801152,3215360,703856640,0,0,0,4984832,2058,375,76.882,3.763,19.355,0,0,0,0
05-08 14:53:17,3,0,0,140787712,906358784,3215360,704495616,0,0,0,15511552,2116,346,78.889,3.889,17.222,0,0,2669,45578
